ascore,category,description,ein,tot_exp,fund_eff,fscore,NAME,tot_rev,score,state,size,CITY,ZIP,STATUS,impact_score,impact_efficiency,INCOME_AMT,REVENUE_AMT
100.0,Human Services,"The City Mission of Schenectady, founded in 1906, is dedicated to sharing the Gospel of Jesus Christ in word and deed. The ministries are seeking to comprehensively meet the needs of the poor in a manner that dignifies and strengthens the individual, the family, and the community. In 2017 City Mission of Schenectady served 225,565 meals and provided 34,937 nights of lodging. Services provided by City Mission of Schenectady include: the Food Services Program; Community Outreach; men's programs; women and children's programs; Transitional Housing; chapel; thrift store; and Schenectady Works Education & Career programs which include: Downtown Ambassadors, Employee Resource Network, Empower Health, Schenectady Bridges and Career Training Center.",14-1403652,5157949.0,0.08,99.08,CITY MISSION OF SCHENECTADY,5272388.0,99.34,NY,mid,SCHENECTADY,12305-2608,1,High,5.690021295853037e-07,5763347.0,5272388.0
74.0,Human and Civil Rights,"The Citizens Commission on Human Rights (CCHR) is a non-profit, non-political, non-religious mental health watchdog, responsible for helping to enact more than 150 laws protecting individuals from abusive or coercive practices. CCHR functions solely as a mental health watchdog, working alongside many medical professionals including doctors, scientists, nurses and those few psychiatrists who have taken a stance against the biological/drug model of ""disease"" that is continually promoted by the psychiatric/pharmaceutical industry as a way to sell drugs. It is a non political, non-religious, non-profit organization dedicated solely to eradicating mental health abuse and enacting patient and consumer protections. CCHR's Board of Advisers, called Commissioners, include doctors, scientists, psychologists, lawyers, legislators, educators, business professionals, artists and civil and human rights representatives.",68-0005541,3592409.0,0.09,90.0,CITIZENS COMMISSION ON HUMAN RIGHTS,3248871.0,80.3,CA,mid,HIGGANUM,06441-4070,1,Low,1.0,0.0,0.0
74.0,Human and Civil Rights,"The Citizens Commission on Human Rights (CCHR) is a non-profit, non-political, non-religious mental health watchdog, responsible for helping to enact more than 150 laws protecting individuals from abusive or coercive practices. CCHR functions solely as a mental health watchdog, working alongside many medical professionals including doctors, scientists, nurses and those few psychiatrists who have taken a stance against the biological/drug model of ""disease"" that is continually promoted by the psychiatric/pharmaceutical industry as a way to sell drugs. It is a non political, non-religious, non-profit organization dedicated solely to eradicating mental health abuse and enacting patient and consumer protections. CCHR's Board of Advisers, called Commissioners, include doctors, scientists, psychologists, lawyers, legislators, educators, business professionals, artists and civil and human rights representatives.",68-0005541,3592409.0,0.09,90.0,CITIZENS COMMISSION ON HUMAN RIGHTS,3248871.0,80.3,CA,mid,NEW YORK,10036-6303,1,Low,1.0,0.0,0.0
74.0,Human and Civil Rights,"The Citizens Commission on Human Rights (CCHR) is a non-profit, non-political, non-religious mental health watchdog, responsible for helping to enact more than 150 laws protecting individuals from abusive or coercive practices. CCHR functions solely as a mental health watchdog, working alongside many medical professionals including doctors, scientists, nurses and those few psychiatrists who have taken a stance against the biological/drug model of ""disease"" that is continually promoted by the psychiatric/pharmaceutical industry as a way to sell drugs. It is a non political, non-religious, non-profit organization dedicated solely to eradicating mental health abuse and enacting patient and consumer protections. CCHR's Board of Advisers, called Commissioners, include doctors, scientists, psychologists, lawyers, legislators, educators, business professionals, artists and civil and human rights representatives.",68-0005541,3592409.0,0.09,90.0,CITIZENS COMMISSION ON HUMAN RIGHTS,3248871.0,80.3,CA,mid,BOSTON,02116-3604,1,Low,1.0,0.0,0.0
89.0,Religion,"Founded in 1961, Christian Legal Society (CLS) is the largest non-denominational organization of Christian attorneys, judges, law professors, and law students in the country. We are in over 1,100 cities, all 50 states and 28 foreign countries, working in association with thousands of supportive lay people. CLS' mission is to be the national grassroots network of lawyers and law students committed to proclaiming, loving and serving Jesus Christ through all we do and say in the practice of law, and advocating biblical conflict reconciliation, legal assistance for the poor and the needy, religious freedom and the sanctity of human life.",36-6101090,1386703.0,0.09,92.82,CHRISTIAN LEGAL SOCIETY,1643838.0,90.71,VA,small,NEW YORK,10017-6503,1,Low,1.0,0.0,0.0
89.0,Religion,"Founded in 1961, Christian Legal Society (CLS) is the largest non-denominational organization of Christian attorneys, judges, law professors, and law students in the country. We are in over 1,100 cities, all 50 states and 28 foreign countries, working in association with thousands of supportive lay people. CLS' mission is to be the national grassroots network of lawyers and law students committed to proclaiming, loving and serving Jesus Christ through all we do and say in the practice of law, and advocating biblical conflict reconciliation, legal assistance for the poor and the needy, religious freedom and the sanctity of human life.",36-6101090,1386703.0,0.09,92.82,CHRISTIAN LEGAL SOCIETY,1643838.0,90.71,VA,small,NEEDHAM,02492-3066,1,Low,1.0,0.0,0.0
75.0,Religion,"Since 1989, the Chofetz Chaim Heritage Foundation has successfully launched innovative methods of promoting the Torah's wisdom on human relations and personal development. The Foundation utilizes a vast array of effective communication tools including books, tapes, video seminars, telephone classes and a newsletter, designed to heighten one's awareness of such essential values as judging others favorably, speaking with restraint and integrity, and acting with sensitivity and respect. The Chofetz Chaim Heritage Foundation's programs, which reach over 100,000 adults and children annually, reassert the Torah's timeless recipe for building a world of compassion and harmony.",11-2642599,4420325.0,0.14,79.18,CHOFETZ CHAIM HERITAGE FOUNDATION,4466921.0,76.99,NY,mid,SUFFERN,10901-5314,1,High,7.392991985750255e-07,4734879.0,4057897.0
96.0,Religion,"Child Evangelism Fellowship (CEF) is a Bible-centered, worldwide organization composed of born-again believers whose purpose is to evangelize boys and girls with the Gospel of the Lord Jesus Christ and to establish (disciple) them in the local church for Christian living. Founded by Jesse Irvin Overholtzer in 1937, CEF has over 1,800 missionaries overseas, approximately 1,600 of whom are nationals. In the USA and Canada, 700 full-time workers and an estimated 40,000 volunteers serve the ministry.",38-6091187,16705310.0,0.11,75.75,CHILD EVANGELISM FELLOWSHIP,16862673.0,82.62,MO,big,BROCKPORT,14420-9773,1,Medium,5.542945354873219e-06,360819.0,360819.0
89.0,International,"The focus of the CERGE-EI Foundation is to develop support in the United States and Canada for modern economics and other social science education in the transition and emerging economies. . It does so by providing research grants, teaching fellowships and scholarship support, as well as supporting graduate education programs at CERGE-EI and similar institutions. We promote economics education and research in the post-communist countries of central and eastern Europe including the former Soviet Union",25-1725738,3260105.0,0.01,98.42,CERGE-EI FOUNDATION,4256395.0,92.14,NJ,small,TEANECK,07666-3318,1,High,7.222615453508024e-07,5949786.0,4153620.0
96.0,Human and Civil Rights,"Centurion, founded in 1983, is a secular, nonprofit organization dedicated to freeing from prison those who have been wrongly convicted, are completely innocent, and serving long imprisonment terms or death sentences. Centurion is the first organization in the world to investigate cases of unjust convictions. To date, Centurion has freed 61 innocent men and women throughout the US and Canada.",22-2563979,1587880.0,0.07,89.8,CENTURION MINISTRIES,988909.0,92.25,NJ,small,PRINCETON,08540-7716,1,High,2.7517407053078325e-06,3621100.0,1090219.0
100.0,Human Services,"The Center for Hearing and Communication is committed to improving the quality of life for children and adults with all degrees of hearing loss and listening and auditory challenges. We work to make life better for people with hearing loss. We designed our services to help make sure hearing loss doesn't keep you from your full potential. Isolation, dropping out of the conversation—even lost earnings and health issues—are associated with hearing loss, but we don't believe they need to be. We accomplish our mission by providing hearing rehabilitation and human services for people who are hard of hearing or deaf, and their families, regardless of age, ability to pay, or mode of communication, and by empowering our clients to achieve their potential.",13-1624127,5685758.0,0.11,80.49,CENTER FOR HEARING AND COMMUNICATION,5778904.0,86.2,NY,mid,NEW YORK,10004-3810,1,High,5.640640438315366e-07,6142551.0,5318545.0
100.0,Education,"Center for Creative Education reinvents education through the arts. Creative approaches are infused into classroom curriculum and after school settings, to enhance the teaching of traditional academic subjects - improving each child's learning potential and academic performance, increasing overall enthusiasm about school and shaping more productive, responsible community members that exercise creative problem solving throughout life. The Center for Creative Education uses the arts to enrich and transform a child's educational experience. We use visual, performing and language arts to enhance children's knowledge of literacy, math and science. We help bring learning to life!",65-0594599,1588290.0,0.02,97.5,CENTER FOR CREATIVE EDUCATION,2447624.0,98.23,FL,small,KINGSTON,12401-3944,1,Medium,5.419951383036094e-06,369007.0,369007.0
100.0,"Arts, Culture, Humanities",The Celebrity Series Mission: To present world-class performing artists who inspire and enrich our community.,22-2958508,7898914.0,0.13,88.34,CELEBRITY SERIES OF BOSTON,11202483.0,91.75,MA,mid,BOSTON,02116-4303,1,High,4.2548665035634507e-07,7771173.0,7050750.0
100.0,Human Services,"It is the mission of CEDARS to help children who have been abused, neglected, and homeless achieve safety, stability, and enduring family relationships.

Helping children who face seemingly insurmountable odds has been the important work of CEDARS since being founded in 1947 by the Reverend Charles and Alberta Danner. CEDARS continues that vision today to create a place where children can ""experience a real childhood and begin planning for the future.""

That simple act of kindness more than 60 years ago has resulted in thousands of children building new family lives. The Danners' passion still lives on through our work today as we give hope to youth in need and direction to families struggling to stay together.",47-6024881,12918567.0,0.09,93.96,CEDARS,12999681.0,95.72,NE,mid,BLUE HILL,04614-0148,1,Low,1.0,0.0,0.0
89.0,Human and Civil Rights,"The Catholic League is the nation's largest Catholic civil rights organization. Motivated by the letter and the spirit of the First Amendment, the Catholic League works to safeguard both the religious freedom rights and the free speech rights of Catholics whenever and wherever they are threatened. When slanderous assaults are made against the Catholic Church, the Catholic League hits the newspapers, television, and radio talk shows defending the right of the Church to promote its teachings with as much verve as any other institution in society.",23-7279981,3045051.0,0.24,70.0,CATHOLIC LEAGUE FOR RELIGIOUS AND CIVIL RIGHTS,3498116.0,77.4,NY,small,NEW YORK,10123-3499,1,High,8.576044933901563e-07,3498116.0,3498116.0
73.0,Religion,"The Catholic Foundation of Maine provides opportunities for people to charitably invest in Catholic entities in Maine - for the long term. The Catholic Foundation of Maine was established in 2003 as a separate nonprofit organization, led primarily by lay Catholics. Through the Foundation, people can support and create charitable funds that will enhance the work of the Church in Maine.",77-0612679,1303373.0,0.21,77.97,CATHOLIC FOUNDATION OF MAINE,1151416.0,75.35,ME,small,PORTLAND,04104-0799,1,High,1.350867594712704e-06,2220795.0,2220795.0
100.0,Human Services,"Catholic Charities of Buffalo is a Catholic sponsored human service agency serving anyone in need in the 8 counties of Western New York. Believing all persons are created by God, we empower individuals, children, families and couples to achieve and maintain meaningful, healthy and productive lives. We advocate for those in need, particularly those who are poor and most vulnerable.",16-0743251,34668837.0,0.04,87.29,CATHOLIC CHARITIES OF BUFFALO,32503558.0,91.01,NY,big,BUFFALO,14209-2201,1,High,8.439421550794348e-08,35547460.0,35547460.0
89.0,Human Services,"The Mission of the Catholic Big Sisters and Big Brothers is to strengthen low-income families and help them recognize, reach for and achieve their full potential regardless of religious affiliation. For over 100 years, the Catholic Big Sisters & Big Brothers (CBSBB) has provided mentoring services for New York City's Catholic and non-Catholic children from all five boroughs. Today, CBSBB's mentoring program focuses on strengthening the child's entire family, while training volunteers to be friends and guides to a young person in need. Our comprehensive program provides one-to-one mentoring for children ages 10-18, family-focused counseling and skills-building workshops for mentoring matches.",13-5564115,1235856.0,0.1,86.41,CATHOLIC BIG SISTERS & BIG BROTHERS,1186017.0,87.63,NY,small,NEW YORK,10009-7943,1,High,2.339551601540049e-06,1620644.0,1282297.0
77.0,Human Services,"Through summer camps and year-round outdoor education, leadership and recreation programs, Camp Beech Cliff seeks to enrich the lives of people of all ages. Our mission is to inspire personal growth, interpersonal connection, and a deep appreciation of the natural world.",01-0502563,1921593.0,0.15,95.41,CAMP BEECH CLIFF,1534039.0,83.41,ME,small,MOUNT DESERT,04660-0381,1,High,1.825117263784198e-06,1734889.0,1643730.0
89.0,Education,Cambridge in America (CAm) advances the mission of the University of Cambridge and its thirty-one member Colleges by providing expertise in fundraising and alumni relations and by growing the base of support for Collegiate Cambridge among alumni and friends in the US.,52-6071299,86183618.0,0.06,97.5,CAMBRIDGE IN AMERICA,76090245.0,92.02,NY,big,NEW YORK,10036-6700,1,High,5.5601313377157057e-08,54932384.0,53955560.0
97.0,Research and Public Policy,"The Drug Policy Alliance (DPA) is the nation's leading organization promoting drug policies grounded in science, compassion, health and human rights. DPA's mission is to advance those policies and attitudes that best reduce the harms of both drug use and drug prohibition, and to promote the sovereignty of individuals over their minds and bodies. The DPA network is comprised of individuals who believe the war on drugs must end. Together with their support, DPA work's to ensure that our nation's drug policies no longer arrest, incarcerate, disenfranchise and otherwise harm millions - particularly young people and people of color who are disproportionately affected by the war on drugs.",52-1516692,14612498.0,0.13,67.42,DRUG POLICY ALLIANCE,12839328.0,76.86,NY,big,NEW YORK,10001-2938,1,High,2.8762510253834906e-07,10497843.0,10430244.0
100.0,Human Services,"Dress for Success is an international not-for-profit organization that empowers women to achieve economic independence by providing a network of support, professional attire and the development tools to help women thrive in work and in life. Since starting operations in 1997, Dress for Success has expanded to over 150 cities in 30 countries. To date, Dress for Success has helped more than one million women work towards self-sufficiency.",13-4040377,22405064.0,0.06,87.85,DRESS FOR SUCCESS WORLDWIDE,22648168.0,91.4,NY,big,NEW YORK,10016-6881,1,High,1.2777108872466992e-07,23479490.0,23479490.0
100.0,Health,"Created in 1974, Deborah Hospital Foundation's mission is to: provide substantial funding to support the highest quality of patient care by Deborah Heart and Lung Center; to provide for treatment of children with congenital heart disease in the United States and around the world; and to provide for clinical research for cardiac and pulmonary disease by fostering and maintaining the Foundation's grassroots volunteer movement, its alliances with corporations, labor organizations, service organizations, foundations and others and by its initiation and enhancement of planned giving programs and other fundraising activities.",22-2049500,11597550.0,0.19,91.28,DEBORAH HOSPITAL FOUNDATION,8041585.0,93.83,NJ,mid,BROWNS MILLS,08015-1705,1,High,2.659640015950748e-07,19487548.0,11279722.0
93.0,Health,"Founded in 1947, Dana-Farber Cancer Institute provides expert, compassionate care to children and adults with cancer while advancing the understanding, diagnosis, treatment, cure, and prevention of cancer and related diseases. Since 1948, the Jimmy Fund has supported the fight against cancer in children and adults at the Dana-Farber Cancer Institute, helping to raise the chances of survival for cancer patients around the world. The Institute employs about 4,000 people supporting more than 250,000 patient visits a year, is involved in some 700 clinical trials, and is internationally renowned for its blending of research and clinical excellence.",04-2263040,1528239259.0,0.06,92.5,DANA-FARBER CANCER INSTITUTE,1495111225.0,92.74,MA,big,BOSTON,02215-5418,1,High,2.4931643417344063e-09,1206044000.0,1203290100.0
89.0,Religion,"The Episcopal Church Foundation (ECF), founded in 1949, has been responding to the changing needs of the Episcopal Church for 60 years. The mission of the Episcopal Church Foundation is to strengthen the leadership and financial capabilities of Episcopal congregations, dioceses, and related organizations to pursue their mission and ministry. The vision for the Episcopal Church Foundation is to be a comprehensive and holistic resource that helps revitalize Episcopal communities of faith. In addition to our wide array of leadership and financial resource development programs, products, and services, ECF has been involved with the following initiatives since its founding: establishing a revolving (Church building) loan fund, forming the Alban Institute, supported the creation of the Church Deployment Office, and started the Doctoral Fellows Program among many others.",13-1776448,4278329.0,0.25,84.59,EPISCOPAL CHURCH FOUNDATION,6201824.0,86.61,NY,mid,NEW YORK,10115-0702,1,High,8.558412448724411e-07,12165882.0,3505323.0
89.0,Human Services,"Episcopal Charities of the Diocese of New York provides funding and support to a broad range of community-based human service programs throughout the Diocese of New York. These programs, sponsored by Episcopal congregations, serve disadvantaged individuals, youth and families on a non-sectarian basis. Episcopal Charities currently supports 83 community outreach programs in partnership with Episcopal congregations throughout the Diocese of New York. Programs are available to all persons in need regardless of faith or church affiliation. Program focus is in one of two areas: basic human needs/beyond emergency services and youth opportunity grants.",13-3902908,1785346.0,0.18,84.27,EPISCOPAL CHARITIES OF THE DIOCESE OF NEW YORK,2329331.0,86.42,NY,small,NEW YORK,10025-1747,1,High,1.7191415523962828e-06,2739567.0,1745057.0
89.0,Environment,"Formed in 1987, Environmental Grantmakers Association (EGA) works with members and partners to promote effective environmental philanthropy by sharing knowledge, fostering debate, cultivating leadership, facilitating collaboration, and catalyzing action. EGA envisions a high-impact network of environmental funders working to achieve a sustainable world. The ultimate goal of EGA and its members is a world with healthy, equitable, and sustainable ecosystems, communities, and economies.",20-8817646,2539563.0,0.03,94.97,ENVIRONMENTAL GRANTMAKERS ASSOCIATION,2728418.0,91.44,NY,small,NEW YORK,10115-0066,1,High,1.2719555426098749e-06,2358573.0,2358573.0
100.0,Health,"enCourage Kids Foundation encourages all kids facing health challenges to be carefree kids by creating environments and experiences that help them through each step of their medical journey. Our programs reach kids facing a variety of health issues - from those receiving chemo treatments in a clinic to those who live with a chronic illness that may not be visible. What they all have in common is that they deserve the same opportunities to laugh, to play, and to have fun - whether they are being treated in the hospital or living with their struggles at home.",13-3442216,3110680.0,0.08,84.8,ENCOURAGE KIDS FOUNDATION,3443525.0,89.25,NY,small,NEW YORK,10036-2520,1,High,1.032571433291755e-06,3333227.0,2905368.0
96.0,International,"EMpower - The Emerging Markets Foundation, connects the resources of Emerging Markets (EM) professionals worldwide with the vitality of local organizations in emerging market countries. Founded in 2000 by financial professionals from the EM community who wanted to give back to the countries where they did business, EMpower makes grants to local organizations working to improve conditions in their communities. EMpower UK was formed in 2007 when a group of London-based EM professionals wanted to add their resources and energy to the work being done by EMpower US. Recently, EMpower has incorporated in Hong Kong and is in the process of forming an Underwriting Group and a Board. Beginning in 2005, EMpower narrowed its focus to strategically invest in at-risk youth, aged 10-24. We provide funding and other critical support to organizations in EM countries that are working to improve the lives of young people.",03-0529005,4505664.0,0.11,88.74,EMPOWER,5887954.0,91.55,NY,mid,WESTPORT,06880-3828,1,Low,1.0,,0.0
85.0,Education,"The mission of Futures in Education is to ensure that the gift of an excellent Catholic education continues to be a viable option for current and future generations of deserving students in Brooklyn and Queens. We provide assistance to the neediest of those students, through endowment funds and fundraising programs that focus on key educational priorities: scholarship and tuition assistance, programmatic support, alumni outreach and school fundraising program, and capital improvements.",20-5496382,7454519.0,0.04,90.0,FUTURES IN EDUCATION,7225208.0,87.25,NY,mid,BROOKLYN,11215-5807,1,High,3.117721419535975e-07,11553708.0,9622412.0
100.0,International,"Friends Without A Border (FWAB) was established in 1995 to construct and to operate Angkor Hospital for Children (AHC) in Cambodia. Since it opened in 1999, AHC has provided free, compassionate medical care to more than 1.6 million children. Working closely with Cambodia's Ministry of Health, AHC is recognized as an official teaching hospital and is the largest facility outside of the capital providing anti-retroviral treatment to HIV/AIDS patients.",13-3880402,2374923.0,0.08,97.71,FRIENDS WITHOUT A BORDER,1952601.0,98.38,NY,small,NEW YORK,10010-2007,1,High,1.0764954046205336e-06,3009132.0,2786821.0
96.0,International,"Established in 1981, Friends of the Israel Defense Forces (FIDF) mission is to offer educational, cultural, recreational, social services programs, and facilities that provide hope, purpose, and life-changing support for the soldiers who protect Israel and Jews worldwide.",13-3156445,96974455.0,0.09,92.6,FRIENDS OF THE ISRAEL DEFENSE FORCES,122871409.0,94.05,NY,big,NEW YORK,10165-0006,1,High,3.095525949670215e-08,123907730.0,96914060.0
67.0,"Arts, Culture, Humanities","Mount Auburn Cemetery, founded in 1831, was the first large-scale designed landscape open to the public in North America, and the inspiration for America's public parks. A National Historic Landmark, accredited arboretum, and urban wildlife sanctuary, Mount Auburn's beauty, historical associations, architecture, monuments, landscapes, and horticultural collections are internationally renowned. Mount Auburn serves as a 175-acre community resource, an urban oasis, and a museum of art and horticultural treasures. It is open 365 days a year, welcoming 250,000 visitors annually from around the world.",22-3084639,1805666.0,0.14,95.0,FRIENDS OF MOUNT AUBURN CEMETERY,2170245.0,76.39,MA,small,CAMBRIDGE,02138-5517,1,High,1.231749071363846e-06,2468652.0,2435561.0
96.0,Environment,"Founded in 1986, Acadia National Park on Mt. Desert Island, Maine, is one of Earth's most magnificent places. Its spectacular scenery and abundant recreational opportunities draw more than two million visitors each year, making it one of America's top ten most popular national parks. At 45,000 acres, it is also one of the smallest and most vulnerable. This is why Friends of Acadia exists. As an independent organization, we add a margin of excellence to park and island protection beyond what the government can do by: making crucial conservation grants to the park and communities; recruiting and leading a corps of dedicated volunteers; defending the area against threats and advocating for Acadia before Congress and the Maine legislature.",01-0425071,3913667.0,0.03,91.53,FRIENDS OF ACADIA,7232104.0,93.37,ME,mid,BAR HARBOR,04609-0045,1,High,3.75217438505614e-07,14397135.0,7995364.0
96.0,Human and Civil Rights,Free Press fights for everyone's rights to connect and communicate.,41-2106721,3278337.0,0.09,96.1,FREE PRESS,5672347.0,96.04,MA,small,FLORENCE,01062-3100,1,High,6.780211095092234e-07,4424641.0,4424641.0
100.0,Human Services,"Founded in 1993 by NFL Hall of Famer and Super Bowl MVP Steve Young, Forever Young Foundation serves children facing significant physical, emotional, and financial challenges. Funds raised further our efforts to provide academic, athletic, and therapeutic opportunities currently unavailable to these children. Forever Young Foundation primarily focuses our efforts in Northern California, Arizona, Utah, and Ghana, Africa.",87-0509354,2592605.0,0.01,90.0,FOREVER YOUNG FOUNDATION,2833525.0,92.92,AZ,small,HEBRON,06248-1241,1,Low,1.0,16456.0,0.0
96.0,Human Services,"Food Bank of Central New York has been helping to feed the hungry since 1985. We are the main food supplier to 280 emergency food programs - helping fill food pantries, soup kitchens and emergency shelters with food for distribution to the hungry. Food Bank of Central New York distributed 14,574,911 pounds of food last year which became 12,145,759 meals or enough food for 33,276 meals each day! Our service area includes the following 11 counties throughout central and northern New York: Cayuga, Chenango, Cortland, Herkimer, Jefferson, Lewis, Madison, Oneida, Onondaga, Oswego, and St. Lawrence.",22-2816988,26000869.0,0.02,88.27,FOOD BANK OF CENTRAL NEW YORK,26232126.0,91.23,NY,big,SYRACUSE,13209-9712,1,High,1.2027963571949153e-07,24980552.0,24941878.0
93.0,Human Services,"The Food Bank For New York City was founded in 1983 to address the growing needs of people seeking emergency food assistance in New York City. Food Bank For New York City recognizes 25 years as the city's major hunger-relief organization. Working to end food poverty and increase access to affordable, nutritious food for low-income New Yorkers throughout the five boroughs, the Food Bank's initiatives focus on direct services, food sourcing and distribution, nutrition and health education, financial empowerment, disaster relief and policy and research. The Food Bank procures and distributes food to a network of approximately 1,000 food assistance programs citywide.",13-3179546,82139683.0,0.03,73.42,FOOD BANK FOR NEW YORK CITY,81495184.0,80.56,NY,big,NEW YORK,10006-3093,1,High,3.574163316960806e-08,89475224.0,83935730.0
100.0,Community Development,"In 1995, a small group of dedicated philanthropists established FJC, with the goal of making it the premier foundation of donor advised funds for discerning philanthropists who appreciate a better way of giving. FJC works to increase and maximize the impact of charitable dollars, create innovative philanthropic solutions, and respond effectively to the needs and interests of donors. To date, FJC has established over 1,000 donor advised fund accounts and manages over $255 million in assets. We have distributed over $270 million in grants to charities around the world. The FJC Agency Loan Fund (ALF) has advanced over $200 million in loans to 200 non-profit organizations globally",13-3848582,38216328.0,0.01,91.09,FJC,34630143.0,93.69,NY,big,NEW YORK,10018-6507,1,High,8.662972929018144e-08,95963890.0,34630144.0
100.0,Human Services,"The FDNY Foundation supports the critical life saving work of the Fire Department of New York (FDNY). As the official fundraising vehicle for the FDNY for more than two decades, the Foundation works collaboratively with the Fire Department to support its most crucial priorities; to reduce firefighter and civilian deaths and injury. The Foundation continues to support FDNY initiatives for education, fire prevention, training and equipment needs that are not funded through city, state or federal budgets. Each year the FDNY Foundation, in conjunction with the FDNY, supports various projects and programs including: FDNY Fire Zone, a state of the art fire safety learning center; Fire Zone on the Road, a fire safety outreach campaign; fire safety public awareness campaigns; and The Family Assistance Program, which provides assistance to the families of fallen firefighters.",11-2632404,7326345.0,0.03,97.5,FDNY FOUNDATION,8203632.0,98.23,NY,mid,BROOKLYN,11201-5431,1,High,3.822802404695625e-07,9233171.0,7847646.0
96.0,Health,"Family Reach is a national nonprofit dedicated to alleviating the financial burden of cancer. Working with more than 200 hospitals and cancer centers nationwide, we provide immediate financial assistance, education and navigation to families before they hit critical breaking points. Family Reach's efficient, solutions-driven model bridges the gap between hospital and home, quickly providing the vital support families need to stay afloat.",91-2192211,4406029.0,0.09,93.97,FAMILY REACH FOUNDATION,4595390.0,94.88,NJ,mid,BOSTON,02116-5143,1,High,7.393462060079766e-07,4258406.0,4057639.0
89.0,Human and Civil Rights,"Family Equality Council is changing attitudes and policies to ensure all families are respected, loved, and celebrated - especially those with parents who are lesbian, gay, bisexual, transgender or queer.",52-1438455,2186108.0,0.16,61.98,FAMILY EQUALITY COUNCIL,2302565.0,72.01,NY,small,NEW YORK,10016-6904,1,High,1.335781672719242e-06,2676313.0,2245876.0
100.0,Environment,The Gulf of Maine Research Institute's mission is to catalyze solutions to the complex challenges of ocean stewardship and economic growth in the Gulf of Maine bioregion.,01-0504905,10055075.0,0.13,90.95,GULF OF MAINE RESEARCH INSTITUTE,11547651.0,93.6,ME,mid,PORTLAND,04101-4618,1,High,2.849466935972953e-07,13356540.0,10528285.0
85.0,"Arts, Culture, Humanities","On March 15, 1878, the Greenwich Library was incorporated by Joint Resolution of the Connecticut General Assembly. The library's mission is to provide free and convenient access to information and to promote the love of reading and research, and the joy of lifelong learning and engagement with the arts, sciences and humanities. Library staff guide patrons - individuals, businesses, schools and local government - to timely and accurate information to further their educational, social, cultural, and economical advancement. The Byram Shubert and Cos Cob Library branches offer current and popular collections that meet the local community's needs and facilitate access to the broader collection and services provided by the main library.",06-6002281,3542392.0,0.06,100.0,GREENWICH LIBRARY,2477395.0,89.39,CT,mid,GREENWICH,06830-5328,1,High,9.347690139028196e-07,3396200.0,3209349.0
62.0,Animals,"The Greater Androscoggin Humane Society is committed to promoting a humane community by providing the best possible care for stray, abandoned and abused animals. The Society, formerly known as the Lewiston-Auburn SPCA, was founded in 1885. As our community has grown and changed over time, the Society has grown along with it. Today we take in nearly 5,000 animals a year. For over thirty years, our main concern has been dealing with pet overpopulation, so we now spay or neuter every cat, kitten, dog, puppy and rabbit before adoption. In addition to our animals, we also offer our neighbors a low-cost Community Spay/Neuter Program.",01-6011843,1351259.0,0.24,87.46,GREATER ANDROSCOGGIN HUMANE SOCIETY,1433227.0,71.7,ME,small,LEWISTON,04240-5962,1,High,2.169868910986191e-06,1505846.0,1382572.0
97.0,Environment,"The Great Swamp Watershed Association is dedicated to protecting and improving the water resources of the Passaic River region, from the Great Swamp headwaters to Newark Bay, for present and future generations. Through education, advocacy, science, land preservation and stewardship, in collaboration with partners, we work to instill our communities with an awareness of water's effect on health and the beauty of the environment, from source to sea.",22-2403906,620590.0,0.09,99.32,GREAT SWAMP WATERSHED ASSOCIATION,666422.0,97.82,NJ,small,NEW VERNON,07976-0300,1,Medium,3.001101404215347e-06,666422.0,666422.0
89.0,Animals,"The forerunner of today's Grayson-Jockey Club Research Foundation was the Grayson Foundation, established in 1940. From the beginning, the Foundation's aim was to support research at existing institutions rather than carry out the research itself. The Jockey Club, which has served as the North American Thoroughbred breed registry since 1894, created its own research Foundation in 1984. Five years later, The Jockey Club Research Foundation was merged with the Grayson Foundation, to be known since then as the Grayson-Jockey Club Research Foundation. In recent years the combined Foundation has been able to allocate more than $750,000 annually in grants.

Grayson-Jockey Club is a leading source of private funding of veterinary research specifically to benefit horses. Since 1983, the Foundation has provided $24.8 million to fund 346 projects at 43 universities (through 2017).",61-6031750,2327548.0,0.23,82.78,GRAYSON-JOCKEY CLUB RESEARCH FOUNDATION,4000756.0,85.55,KY,small,NEW YORK,10022-5911,1,High,8.066348404409066e-07,15506953.0,3719155.0
100.0,Human Services,"The Granite YMCA, established in 1854, is part of the worldwide Y organization. With branches in Manchester, Goffstown, Londonderry, Portsmouth, and Rochester, The Granite YMCA focuses on youth development, healthy living, and social responsibility. Across the country, Ys engage 21 million men, women and children – regardless of age, income or background – to improve the nation's health and well-being, and provide opportunities to give back and support neighbors.",02-0222248,17909293.0,0.08,90.94,THE GRANITE YMCA,21835314.0,93.59,NH,big,MANCHESTER,03101-1933,1,High,1.6622657258094901e-07,19436256.0,18047656.0
100.0,Community Development,"Here at Granite United Way, we are committed to investing in the areas of the community to help others Learn, Earn and Be Healthy. By working with our partners and supporters we are able to bring positive change to our six regions in New Hampshire and Windsor County, Vermont.",02-6006033,8900393.0,0.09,84.48,GRANITE UNITED WAY,8744231.0,89.02,NH,mid,CONCORD,03301-4855,1,High,3.5993639204079853e-07,8334806.0,8334806.0
