ascore,category,tot_exp,admin_exp_p,fund_eff,fund_exp_p,program_exp_p,leader_comp_p,program_exp,fund_exp,fscore,NAME,tot_rev,subcategory,score,size,EIN,STATUS,impact_score,impact_efficiency,INCOME_AMT,REVENUE_AMT,NTEE_CD,ASSET_AMT,ACCT_PD,PF_FILING_REQ_CD,FILING_REQ_CD,INCOME_CD,ASSET_CD,FOUNDATION,DEDUCTIBILITY,RULING,CLASSIFICATION
100.0,Health,20082219.0,0.051,0.15,0.139,0.809,0.0089,16246515.171000002,2791428.441,93.82,ROSWELL PARK ALLIANCE FOUNDATION,23494809.0,Medical Research,95.63,big,161391608,1,High,1.26e-07,39654520.0,23742514,T30,87634570.0,3,0,1,8,9,15,1.0,199608.0,1000.0
89.0,"Arts, Culture, Humanities",7541594.0,0.091,0.08,0.055,0.853,0.0186,6432979.682,414787.67,90.08,ROCHESTER MUSEUM AND SCIENCE CENTER,9360622.0,Museums,89.52,mid,160794131,1,High,4.98e-07,11900153.0,6027744,A560,32734940.0,12,0,1,8,8,15,1.0,195209.0,2000.0
92.0,Community Development,209989218.0,0.0289999999999999,0.05,0.057,0.912,0.0032,191510166.816,11969385.426,98.64,ROBIN HOOD FOUNDATION,171693929.0,Housing and Neighborhood Development,94.26,big,133441066,1,High,1.62e-08,201069360.0,184960460,T700,462935680.0,12,0,1,9,9,15,1.0,198904.0,1000.0
100.0,Animals,9389910.0,0.1669999999999999,0.1,0.038,0.794,0.0178,7455588.54,356816.58,82.32,RHODE ISLAND ZOOLOGICAL SOCIETY,9254463.0,Zoos and Aquariums,87.49,mid,56016675,1,High,3.24e-07,10102752.0,9273374,D500,3284213.0,12,0,1,8,6,16,1.0,196406.0,1200.0
97.0,"Arts, Culture, Humanities",3175646.0,0.182,0.23,0.217,0.599,0.0629,1902211.954,689115.182,78.2,RHODE ISLAND PUBLIC RADIO,5618701.0,Public Broadcasting and Media,84.43,small,50498502,1,High,1.08e-06,2840460.0,2788353,T30,2026063.0,6,0,1,6,6,15,1.0,199806.0,1000.0
85.0,"Arts, Culture, Humanities",5552169.0,0.2289999999999999,0.08,0.047,0.722,0.0305,4008666.018,260951.943,84.84,RHODE ISLAND PHILHARMONIC ORCHESTRA & MUSIC SCHOOL,4938175.0,Performing Arts,84.91,mid,50267451,1,High,3.93e-07,8601851.0,7625901,A690,17203404.0,6,0,1,7,8,16,1.0,195209.0,1200.0
81.0,"Arts, Culture, Humanities",2221741.0,0.304,0.05,0.072,0.622,0.0604,1381922.902,159965.352,77.05,RHODE ISLAND HISTORICAL SOCIETY,6520752.0,"Libraries, Historical Societies and Landmark Preservation",78.93,small,50259110,1,High,2.26e-06,8123837.0,1325129,A82Z,19733940.0,6,0,1,7,8,15,1.0,192504.0,1000.0
100.0,Human Services,2526753.0,0.132,0.06,0.048,0.818,0.0259,2066883.954,121284.144,89.08,RESTORATION MINISTRIES,2384739.0,Homeless Services,92.27,small,50470217,1,Low,1.0,0.0,0,X20Z,0.0,9,0,2,0,0,15,1.0,199510.0,7000.0
100.0,Human Services,2526753.0,0.132,0.06,0.048,0.818,0.0259,2066883.954,121284.144,89.08,RESTORATION MINISTRIES,2384739.0,Homeless Services,92.27,small,112723336,1,Low,1.0,,0,,,12,0,6,0,0,10,1.0,199011.0,7000.0
100.0,Human Services,5128473.0,0.063,0.01,0.012,0.924,0.0286,4738709.052,61541.676,87.17,RESCUE MISSION OF TRENTON,6003809.0,Homeless Services,90.92,mid,210656182,1,High,6.76e-07,6072000.0,4439106,P600,10524912.0,6,0,1,7,8,15,1.0,195104.0,1270.0
89.0,Human Services,3007954.0,0.089,0.1,0.096,0.813,0.0419,2445466.602,288763.58400000003,91.44,RED HOOK INITIATIVE,4022056.0,"Youth Development, Shelter, and Crisis Services",90.14,small,203904662,1,High,1.88e-06,1596716.0,1596716,P80,1586258.0,6,0,1,6,6,15,1.0,200606.0,1000.0
89.0,International,1474478.0,0.109,0.11,0.1009999999999999,0.789,0.055,1163363.142,148922.278,68.25,SUSTAINABLE HARVEST INTERNATIONAL,1313294.0,Development and Relief Services,76.24,small,432023182,1,High,1.97e-06,1542870.0,1525061,C60,532530.0,6,0,1,6,5,15,1.0,200312.0,1000.0
100.0,Health,1149331.0,0.079,0.13,0.128,0.792,0.0684999999999999,910270.152,147114.36800000002,78.34,SUNSHINE FOUNDATION,946919.0,Patient and Family Support,84.68,small,566615926,1,Low,1.0,4014.0,0,T90,173945.0,12,1,0,1,4,4,1.0,200306.0,1000.0
89.0,Education,4019719.0,0.207,0.44,0.104,0.687,0.0281,2761546.953,418050.776,67.24,SUMMIT SPEECH SCHOOL,4005952.0,Special Education,75.56,mid,221829502,1,High,7.05e-07,4391872.0,4252585,,10744529.0,6,0,1,6,8,11,1.0,197006.0,1000.0
96.0,"Arts, Culture, Humanities",3204942.0,0.186,0.09,0.068,0.7440000000000001,0.0302,2384476.848,217936.056,92.39,STRAWBERY BANKE MUSEUM,3070964.0,Museums,93.92,small,20260158,1,High,7.05e-07,4445855.0,4253502,A540,11654521.0,3,0,1,6,8,16,1.0,196702.0,2000.0
86.0,"Arts, Culture, Humanities",8396023.0,0.118,0.17,0.109,0.772,0.0412999999999999,6481729.756,915166.507,93.24,STORM KING ART CENTER,8871008.0,Museums,89.0,mid,141457573,1,High,2.11e-07,24463696.0,14196666,A510,40272212.0,12,0,1,8,8,15,1.0,196111.0,1200.0
89.0,Education,3785092.0,0.174,0.15,0.126,0.698,0.0289999999999999,2641994.216,476921.592,73.15,STOREFRONT ACADEMY HARLEM,3057123.0,Youth Education Programs and Services,79.48,mid,132940671,1,High,7.75e-07,4971098.0,3870762,,5945636.0,6,0,1,6,7,15,1.0,199408.0,2000.0
100.0,Human Services,16641583.0,0.034,0.04,0.036,0.929,0.0,15460030.607,599096.988,97.5,STEPHEN SILLER TUNNEL TO TOWERS FOUNDATION,18749608.0,Multipurpose Human Service Organizations,98.23,big,20554654,1,High,2.02e-07,15113370.0,14842420,B82,5971159.0,12,0,1,8,7,15,1.0,200302.0,1000.0
89.0,Human Services,3850505.0,0.095,0.12,0.079,0.8240000000000001,0.0453,3172816.12,304189.895,94.41,STARS,4299207.0,Social Services,91.27,mid,812803711,1,Low,1.0,0.0,0,N99,0.0,10,0,2,0,0,15,1.0,201606.0,1000.0
100.0,Human Services,7266046.0,0.201,0.41,0.05,0.747,0.0297,5427736.362,363302.3000000001,73.63,SPENCE-CHAPIN SERVICES TO FAMILIES AND CHILDREN,8210122.0,Children's and Family Services,81.35,mid,131834590,1,High,6.29e-07,10923957.0,4767379,P310,56108340.0,6,0,1,8,9,15,1.0,196812.0,1500.0
93.0,Environment,7278002.0,0.1159999999999999,0.07,0.084,0.799,0.0213,5815123.598,611352.1680000001,98.54,SOCIETY FOR THE PROTECTION OF NEW HAMPSHIRE FORESTS,11167749.0,Environmental Protection and Conservation,94.94,mid,20222237,1,High,3.67e-07,11799325.0,8170671,C360,79025030.0,4,0,1,8,9,15,1.0,198605.0,1000.0
100.0,Human Services,1555411.0,0.074,0.05,0.053,0.871,0.0250999999999999,1354762.981,82436.783,91.3,SHORELINE SOUP KITCHENS & PANTRIES,1487391.0,Social Services,93.84,small,463773017,1,High,1.97e-06,1553587.0,1521393,K30,974178.0,12,0,1,6,5,15,1.0,201502.0,1000.0
89.0,Environment,5255194.0,0.073,0.08,0.083,0.8420000000000001,0.0266,4424873.348,436181.102,95.4,SHELBURNE FARMS,7093903.0,"Botanical Gardens, Parks, and Nature Centers",91.56,mid,30229347,1,High,6.36e-07,6229701.0,4718290,C600,34013560.0,12,0,1,7,8,16,1.0,197309.0,1000.0
88.0,Education,16313890.0,0.062,0.05,0.053,0.884,0.0162,14421478.76,864636.1699999999,100.0,THE SHALOM HARTMAN INSTITUTE OF NORTH AMERICA,20083792.0,Adult Education Programs and Services,91.51,big,133014387,1,High,2.55e-07,13634880.0,11773432,Q112,13804388.0,12,0,1,8,8,15,1.0,198001.0,1200.0
90.0,Education,2969212.0,0.129,0.15,0.074,0.795,0.0,2360523.54,219721.688,81.46,SEG FOUNDATION,2092659.0,Adult Education Programs and Services,85.1,small,10567352,1,Low,1.0,498140.0,0,T22,995110.0,12,1,0,4,5,4,1.0,200208.0,1000.0
90.0,Education,2969212.0,0.129,0.15,0.074,0.795,0.0,2360523.54,219721.688,81.46,SEG FOUNDATION,2092659.0,Adult Education Programs and Services,85.1,small,204909577,1,Low,1.0,1331450.0,0,T22,2555118.0,12,1,0,6,6,4,1.0,200709.0,1000.0
85.0,"Arts, Culture, Humanities",9254856.0,0.179,0.11,0.1,0.72,0.0271,6663496.319999999,925485.6,71.28,SECOND STAGE THEATRE,9519506.0,Performing Arts,77.08,mid,133021180,1,High,1.01e-07,30151926.0,29730580,A650,42771380.0,8,0,1,8,8,15,1.0,198005.0,2000.0
100.0,Health,5211320.0,0.104,0.04,0.0409999999999999,0.853,0.0210999999999999,4445255.96,213664.12,95.09,SCLERODERMA FOUNDATION,5165236.0,"Diseases, Disorders, and Disciplines",96.52,mid,521375827,1,High,6.92e-07,7960031.0,4338344,H400,12011971.0,6,0,1,7,8,15,1.0,198501.0,1200.0
100.0,Health,2301162.0,0.083,0.17,0.172,0.7440000000000001,0.0202,1712064.5280000002,395799.864,69.47,SAMUEL WAXMAN CANCER RESEARCH FOUNDATION,2709896.0,Medical Research,78.41,small,133020943,1,High,1.19e-06,3574026.0,2531594,,1475608.0,6,0,1,6,6,15,1.0,198306.0,1000.0
92.0,International,4401103.0,0.092,0.08,0.1119999999999999,0.795,0.0515,3498876.885,492923.536,95.78,SAFE WATER NETWORK,11029877.0,Development and Relief Services,93.6,mid,510570455,1,High,1.26e-06,2392354.0,2377176,C32,6038456.0,12,0,1,6,7,15,1.0,200605.0,1200.0
100.0,International,2200573.0,0.054,0.23,0.177,0.768,0.0359,1690040.064,389501.421,77.65,SAFE PASSAGE,1791926.0,Development and Relief Services,84.19,small,10532835,1,High,1.64e-06,2487146.0,1834477,Q33,3968448.0,6,0,1,6,6,16,1.0,200105.0,1000.0
89.0,Religion,51279303.0,0.047,0.1,0.098,0.853,0.0021,43741245.459,5025371.694,78.66,TURNING POINT,51805525.0,Religious Media and Broadcasting,83.02,big,50478786,1,Medium,4.01e-06,498381.0,498381,P70Z,366544.0,6,0,1,4,4,15,1.0,199502.0,1000.0
96.0,"Arts, Culture, Humanities",9185193.0,0.071,0.19,0.069,0.8590000000000001,0.0199,7890080.787,633778.317,87.66,TRINITY REPERTORY COMPANY,11114910.0,Performing Arts,90.82,mid,222547262,1,High,3.52e-07,8985007.0,8533120,A650,8853173.0,6,0,1,7,7,15,1.0,198411.0,1000.0
85.0,Human Services,1386822.0,0.243,0.4,0.1169999999999999,0.638,0.1017,884792.436,162258.174,68.94,TRINITY COUNSELING SERVICE,1674346.0,Children's and Family Services,75.61,small,222185298,1,High,2.53e-06,1239472.0,1185661,P460,6831815.0,6,0,1,6,7,16,1.0,198010.0,1000.0
100.0,Education,1501014.0,0.11,0.14,0.154,0.7340000000000001,0.0245,1101744.276,231156.156,80.79,TRI-COUNTY SCHOLARSHIP FUND,2097533.0,Scholarship and Financial Support,86.41,small,222354475,1,High,1.93e-06,1998616.0,1552790,B82Z,2507052.0,12,0,1,6,6,15,1.0,198310.0,1000.0
100.0,Health,5050104.0,0.147,0.2,0.139,0.713,0.0513999999999999,3600724.152,701964.456,78.58,TOURETTE ASSOCIATION OF AMERICA,6649375.0,"Diseases, Disorders, and Disciplines",84.85,mid,10461501,1,Low,1.0,0.0,0,,0.0,2,0,2,0,0,15,1.0,198212.0,1000.0
100.0,Health,5050104.0,0.147,0.2,0.139,0.713,0.0513999999999999,3600724.152,701964.456,78.58,TOURETTE ASSOCIATION OF AMERICA,6649375.0,"Diseases, Disorders, and Disciplines",84.85,mid,222529208,1,Low,1.0,0.0,0,,0.0,2,0,2,0,0,15,1.0,198212.0,1000.0
47.0,Religion,1568096.0,0.093,0.09,0.093,0.813,0.0135,1274862.048,145832.928,91.44,TORAH SCHOOLS FOR ISRAEL,1664747.0,Religious Activities,62.03,small,131965385,1,High,2.02e-06,1487233.0,1487233,Q300,426445.0,8,0,1,6,4,15,1.0,196006.0,1270.0
52.0,Human Services,3504634.0,0.053,0.03,0.035,0.91,,3189216.94,122662.19000000002,97.5,TOMCHE SHABBOS OF ROCKLAND COUNTY,4017222.0,Social Services,66.01,mid,133694712,1,High,8.95e-07,3350170.0,3350170,K300,1419577.0,12,0,1,6,6,15,1.0,199405.0,1000.0
74.0,Animals,2569693.0,0.156,0.18,0.147,0.696,,1788506.328,377744.871,70.6,THOROUGHBRED RETIREMENT FOUNDATION,2324518.0,"Animal Rights, Welfare, and Services",72.24,small,133132741,1,High,1.08e-06,3389380.0,2770191,D200,9342023.0,12,0,1,6,7,15,1.0,198306.0,1000.0
96.0,Human Services,1500344.0,0.133,0.07,0.054,0.812,,1218279.328,81018.57600000002,82.37,TEDFORD HOUSING,1460602.0,Homeless Services,87.21,small,10422035,1,High,2.11e-06,1421531.0,1421531,L41,5664097.0,6,0,1,6,7,15,1.0,200305.0,1000.0
89.0,Education,7266089.0,0.135,0.04,0.0409999999999999,0.823,0.0283,5979991.247,297909.649,86.19,TEACH PLUS INCORPORATED,11344523.0,Education Policy and Reform,87.51,mid,263849472,1,High,3.58e-07,8368782.0,8368782,B90,4013581.0,9,0,1,7,6,15,1.0,200908.0,2100.0
93.0,Research and Public Policy,1992629.0,0.08,0.19,0.173,0.745,0.0637,1484508.605,344724.81700000004,88.39,TANENBAUM CENTER FOR INTERRELIGIOUS UNDERSTANDING,1406197.0,Social and Public Policy Research,90.41,small,133695475,1,High,1.04e-06,3364550.0,2876660,P80Z,3552145.0,12,0,1,6,6,15,1.0,199306.0,1000.0
48.0,Religion,4075452.0,0.086,0.06,0.048,0.865,0.0158,3525265.98,195621.696,97.5,TALMUDIC RESEARCH CENTER OF NORTHERN NEW JERSEY,4855617.0,Religious Activities,63.18,mid,222041389,1,High,8.88e-07,3574343.0,3376485,B58Z,4878641.0,6,0,1,6,6,11,1.0,197408.0,2000.0
89.0,Community Development,841702.0,0.087,0.1,0.085,0.8270000000000001,0.0971,696087.554,71544.67,79.34,UNITED WAY OF WEST CENTRAL CONNECTICUT,811209.0,United Ways,83.44,small,60653262,1,Medium,2.26e-06,1027647.0,886323,T70Z,1857687.0,6,0,1,6,6,16,1.0,196211.0,1000.0
100.0,Community Development,1603667.0,0.09,0.05,0.055,0.8540000000000001,0.004,1369531.6180000002,88201.685,97.5,UNITED WAY OF SOUTHERN CHAUTAUQUA COUNTY,1711591.0,United Ways,98.23,small,160772743,1,High,1.86e-06,1784322.0,1609548,T70Z,2732243.0,6,0,1,6,6,15,1.0,195409.0,1000.0
93.0,Community Development,706281.0,0.092,0.08,0.083,0.8240000000000001,0.1308,581975.544,58621.323,85.56,UNITED WAY OF ROCKLAND COUNTY,688794.0,United Ways,88.65,small,132535262,1,Medium,3.14e-06,637468.0,637468,T70Z,572067.0,6,0,1,5,5,16,1.0,196511.0,1000.0
100.0,Community Development,734649.0,0.073,0.09,0.095,0.831,0.1374,610493.319,69791.655,95.07,UNITED WAY OF PASSAIC COUNTY,536613.0,United Ways,96.51,small,226070498,1,Medium,2.15e-06,1012823.0,932017,T70,2186021.0,12,0,1,6,6,15,1.0,196603.0,1000.0
100.0,Community Development,64320545.0,0.1369999999999999,0.06,0.062,0.799,0.006,51392115.455000006,3987873.79,77.69,UNITED WAY OF NEW YORK CITY,62476395.0,United Ways,84.22,big,132617681,1,High,4.78e-08,72077944.0,62707664,T700,36693030.0,6,0,1,9,8,15,1.0,196810.0,1000.0
96.0,Community Development,16379771.0,0.072,0.04,0.049,0.877,0.0167,14365059.167,802608.779,86.49,UNITED WAY OF LONG ISLAND,16457556.0,United Ways,90.03,big,116042392,1,High,1.85e-07,16538307.0,16174894,,10648007.0,6,0,1,8,8,15,1.0,196501.0,1000.0
96.0,Community Development,1493003.0,0.0819999999999999,0.06,0.063,0.8540000000000001,0.0596999999999999,1275024.5620000002,94059.189,94.54,UNITED WAY OF KENNEBEC VALLEY,1431036.0,United Ways,95.21,small,16004404,1,High,1.95e-06,1552070.0,1536154,T700,1579820.0,12,0,1,6,6,15,1.0,196502.0,1000.0
96.0,Community Development,1416531.0,0.119,0.09,0.087,0.792,0.0737,1121892.552,123238.197,95.84,UNITED WAY OF HUNTERDON COUNTY,1310380.0,United Ways,95.91,small,222431065,1,High,2.29e-06,1310548.0,1310548,T70Z,2825767.0,8,0,1,6,6,15,1.0,198505.0,1000.0
100.0,Community Development,2161058.0,0.077,0.13,0.123,0.7979999999999999,0.057,1724524.2839999998,265810.134,72.78,UNITED WAY OF HUDSON COUNTY,2278737.0,United Ways,80.75,small,221487218,1,High,1.36e-06,2236755.0,2205498,T70Z,619662.0,12,0,1,6,5,15,1.0,197103.0,1000.0
100.0,Community Development,1518514.0,0.086,0.06,0.074,0.838,0.054,1272514.7319999998,112370.03600000002,97.15,UNITED WAY OF GLOUCESTER COUNTY,1698928.0,United Ways,97.98,small,216006822,1,High,1.35e-06,2692862.0,2220837,T70Z,2797520.0,6,0,1,6,6,16,1.0,196501.0,1000.0
93.0,Community Development,3985029.0,0.113,0.06,0.0559999999999999,0.8290000000000001,0.0254,3303589.041,223161.624,86.9,UNITED WAY OF ESSEX AND WEST HUDSON,3797813.0,United Ways,89.49,mid,226069078,1,High,7.13e-07,4274035.0,4206874,T70Z,8296961.0,6,0,1,6,7,16,1.0,196504.0,1000.0
96.0,Community Development,2227395.0,0.055,0.2,0.1939999999999999,0.75,0.0314,1670546.25,432114.63,74.64,UNITED WAY OF EASTERN MAINE,2426029.0,United Ways,81.84,small,10211478,1,High,1.34e-06,2237593.0,2237593,T700,5070903.0,6,0,1,6,7,15,1.0,195909.0,1000.0
96.0,Human Services,10005738.0,0.018,0.09,0.044,0.937,0.0060999999999999,9375376.506,440252.47200000007,85.0,UNITED STATES ROWING ASSOCIATION,9971744.0,Multipurpose Human Service Organizations,89.02,mid,236275472,1,High,2.89e-07,10828464.0,10393694,,1467873.0,12,0,1,8,6,15,1.0,197409.0,1200.0
93.0,Human Services,202105781.0,0.173,0.2,0.025,0.8009999999999999,0.0073,161886730.581,5052644.525,83.81,UNITED STATES GOLF ASSOCIATION,214999503.0,Multipurpose Human Service Organizations,87.52,big,131427105,1,Low,1.0,,0,N6A0,,11,0,1,9,9,16,1.0,197405.0,1000.0
93.0,Religion,8360082.0,0.175,0.22,0.103,0.72,0.0378,6019259.04,861088.4460000001,79.11,UNITED BOARD FOR CHRISTIAN HIGHER EDUCATION IN ASIA,6642731.0,Religious Activities,84.42,mid,135562367,1,High,1.95e-07,79188780.0,15361645,Q123,117348370.0,6,0,1,9,9,15,1.0,194606.0,1200.0
100.0,International,3511730.0,0.168,0.1,0.115,0.716,0.0512,2514398.68,403848.95,88.05,VISIONSPRING,3628725.0,Development and Relief Services,91.55,mid,311811558,1,High,8.89e-07,3919511.0,3375294,T12,4564301.0,12,0,1,6,6,15,1.0,200203.0,1000.0
93.0,International,3010987.0,0.127,0.04,0.099,0.773,0.0448,2327492.951,298087.713,97.8,VILLAGE HEALTH WORKS,5122929.0,Development and Relief Services,94.81,small,450545435,1,High,3.16e-07,9492994.0,9492994,Q33,11830393.0,12,0,1,7,8,12,1.0,200706.0,1000.0
96.0,Education,4156917.0,0.064,0.2,0.207,0.728,0.0,3026235.576,860481.8189999999,69.01,VH1 SAVE THE MUSIC FOUNDATION,4035487.0,Youth Education Programs and Services,77.9,mid,136089816,1,High,9.25e-07,3594454.0,3242543,,2052192.0,9,0,1,6,6,15,1.0,195508.0,1000.0
100.0,"Arts, Culture, Humanities",10455459.0,0.16,0.16,0.153,0.685,0.0171,7161989.415000001,1599685.227,90.79,VERMONT PUBLIC RADIO,12420552.0,Public Broadcasting and Media,93.48,mid,30259051,1,High,2.78e-07,16342074.0,10786608,A340,30760942.0,9,0,1,8,8,15,1.0,197510.0,2000.0
100.0,"Arts, Culture, Humanities",2154649.0,0.186,0.13,0.106,0.7070000000000001,0.044,1523336.843,228392.794,74.01,VERMONT HISTORICAL SOCIETY,2074743.0,"Libraries, Historical Societies and Landmark Preservation",81.62,small,30179602,1,High,1.51e-06,4418063.0,1993122,A82Z,8017160.0,6,0,1,6,7,15,1.0,194307.0,2000.0
100.0,Human Services,23714436.0,0.0289999999999999,0.05,0.055,0.915,0.0056999999999999,21698708.94,1304293.98,94.01,VERMONT FOODBANK,23922065.0,"Food Banks, Food Pantries, and Food Distribution",95.76,big,223021942,1,High,1.12e-07,27636232.0,26704288,K31I,9012369.0,9,0,1,8,7,15,1.0,199005.0,1000.0
96.0,"Arts, Culture, Humanities",12417898.0,0.142,0.18,0.161,0.695,0.0278,8630439.11,1999281.578,89.39,WXXI PUBLIC BROADCASTING COUNCIL,11990067.0,Public Broadcasting and Media,91.98,mid,160838086,1,Low,1.0,,0,A300,,6,0,1,8,8,15,1.0,196003.0,2000.0
100.0,International,3062328.0,0.073,0.15,0.126,0.799,0.0659,2446800.072,385853.328,81.04,WORLDWIDE ORPHANS FOUNDATION,2225482.0,Development and Relief Services,86.59,small,133968225,1,High,1.15e-06,3015181.0,2617556,B99,2732196.0,12,0,1,6,6,15,1.0,199802.0,1000.0
86.0,Religion,2734899.0,0.084,0.12,0.095,0.82,0.0273,2242617.18,259815.405,91.64,WORLD MISSION,2841747.0,Religious Media and Broadcasting,88.46,small,450472745,1,Low,1.0,,0,X20,,12,0,6,0,0,10,1.0,200305.0,7000.0
97.0,Animals,5375719.0,0.046,0.23,0.254,0.6990000000000001,0.0246,3757627.581,1365432.626,72.67,WORLD ANIMAL PROTECTION,6240130.0,"Animal Rights, Welfare, and Services",80.55,mid,42718182,1,High,6e-07,5037352.0,5000563,D200,3953772.0,12,0,1,7,6,15,1.0,198107.0,2000.0
88.0,Environment,3644678.0,0.2,0.12,0.152,0.647,0.0341,2358106.666,553991.056,77.29,WORCESTER COUNTY HORTICULTURAL SOCIETY,8854739.0,"Botanical Gardens, Parks, and Nature Centers",81.83,mid,41988945,1,High,5.26e-07,10342022.0,5699337,C420,33265448.0,12,0,1,8,8,16,1.0,198306.0,1200.0
85.0,"Arts, Culture, Humanities",10758445.0,0.211,0.11,0.05,0.737,0.0356999999999999,7928973.965,537922.25,83.34,WORCESTER ART MUSEUM,12443468.0,Museums,84.14,mid,41988530,1,High,1.79e-07,47652268.0,16774675,A510,110495070.0,8,0,1,8,9,15,1.0,193403.0,1000.0
100.0,Research and Public Policy,236368081.0,0.0819999999999999,0.01,0.008,0.908,0.0017,214622217.548,1890944.648,90.03,WOODS HOLE OCEANOGRAPHIC INSTITUTION,215727317.0,Non-Medical Science & Technology Research,92.95,big,42105850,1,High,1.32e-08,259237500.0,226449000,U210,568116350.0,12,0,1,9,9,15,1.0,195412.0,2800.0
85.0,Education,24168314.0,0.054,0.04,0.036,0.908,0.0253,21944829.112,870059.3040000001,90.67,WOODROW WILSON NATIONAL FELLOWSHIP FOUNDATION,30889430.0,Scholarship and Financial Support,87.5,big,210703075,1,High,1.56e-07,42837936.0,19266520,,41693016.0,6,0,1,8,8,15,1.0,197112.0,1000.0
97.0,Community Development,17995143.0,0.061,0.01,0.006,0.932,0.0009,16771473.276,107970.858,90.58,WOODLAWN FOUNDATION,18388998.0,Community Foundations,93.0,big,133055729,1,High,1.54e-07,28593524.0,19530620,X220,40845044.0,6,0,1,8,8,15,1.0,198006.0,7000.0
93.0,"Arts, Culture, Humanities",131298216.0,0.136,0.14,0.15,0.713,,93615628.008,19694732.4,88.33,WNET,149743522.0,Public Broadcasting and Media,90.37,big,262810489,1,High,2.53e-08,144066830.0,118580880,A32,252237470.0,6,0,1,9,9,15,1.0,200903.0,2000.0
92.0,Animals,265855513.0,0.134,0.05,0.04,0.8240000000000001,0.0034999999999999,219064942.712,10634220.52,91.94,WILDLIFE CONSERVATION SOCIETY,251424012.0,Zoos and Aquariums,91.96,big,131740011,1,High,1.17e-08,400203840.0,255970060,D500,1018591040.0,6,0,1,9,9,15,1.0,193902.0,2800.0
92.0,"Arts, Culture, Humanities",75209000.0,0.159,0.12,0.111,0.7290000000000001,0.0121,54827361.00000001,8348199.0,89.43,WHITNEY MUSEUM OF AMERICAN ART,73344000.0,Museums,90.62,big,131789318,1,High,3.41e-08,120671000.0,88056000,A510,882289000.0,6,0,1,9,9,15,1.0,193606.0,2000.0
77.0,"Arts, Culture, Humanities",2385724.0,0.179,0.08,0.098,0.722,,1722492.728,233800.952,91.34,WESTON PLAYHOUSE THEATRE,3265638.0,Performing Arts,82.62,small,222970343,1,High,1.2e-06,3143234.0,2500301,A650,6458290.0,12,0,1,6,7,15,1.0,198906.0,1000.0
92.0,"Arts, Culture, Humanities",14682970.0,0.157,0.29,0.278,0.564,0.0182,8281195.079999999,4081865.66,66.02,WESTERN NEW YORK PUBLIC BROADCASTING ASSOCIATION,14514566.0,Public Broadcasting and Media,75.31,big,160834459,1,High,2.16e-07,14335772.0,13894941,A300,18492992.0,6,0,1,8,8,15,1.0,196010.0,2000.0
93.0,International,35143503.0,0.047,0.01,0.021,0.93,0.0,32683457.790000003,738013.5630000001,97.5,WE CHARITY,33047903.0,Development and Relief Services,94.74,big,161533544,1,High,9.58e-08,34247760.0,31311404,Q330,20644452.0,12,0,1,8,8,15,1.0,199709.0,1000.0
89.0,"Arts, Culture, Humanities",2509312.0,0.142,0.09,0.143,0.713,0.0423,1789139.456,358831.61600000004,84.36,WATERFIRE PROVIDENCE,2558256.0,Performing Arts,86.47,small,222951612,1,High,7.77e-07,3969036.0,3860662,,3457260.0,12,0,1,6,6,15,1.0,198902.0,2000.0
100.0,Human Services,6247728.0,0.027,0.01,0.0069999999999999,0.964,0.0148,6022809.792,43734.096,92.5,WASTE NOT,6209332.0,Social Services,94.69,mid,474855835,1,Low,1.0,,0,C27,,6,0,1,0,0,15,1.0,201510.0,1000.0
96.0,Health,2487881.0,0.044,0.19,0.155,0.8,0.0831,1990304.8,385621.555,66.07,AUTISM SOCIETY OF AMERICA,2424647.0,"Diseases, Disorders, and Disciplines",75.84,small,50381305,1,Low,1.0,0.0,0,,0.0,12,0,2,0,0,15,1.0,199206.0,1200.0
96.0,Health,2487881.0,0.044,0.19,0.155,0.8,0.0831,1990304.8,385621.555,66.07,AUTISM SOCIETY OF AMERICA,2424647.0,"Diseases, Disorders, and Disciplines",75.84,small,141776927,1,Low,1.0,,0,,,12,0,2,0,0,15,1.0,199206.0,1200.0
96.0,Health,2487881.0,0.044,0.19,0.155,0.8,0.0831,1990304.8,385621.555,66.07,AUTISM SOCIETY OF AMERICA,2424647.0,"Diseases, Disorders, and Disciplines",75.84,small,141786557,1,Low,1.0,,0,,,12,0,2,0,0,15,1.0,199206.0,1200.0
96.0,Health,2487881.0,0.044,0.19,0.155,0.8,0.0831,1990304.8,385621.555,66.07,AUTISM SOCIETY OF AMERICA,2424647.0,"Diseases, Disorders, and Disciplines",75.84,small,141809489,1,Low,1.0,0.0,0,,0.0,12,0,2,0,0,15,1.0,199206.0,1200.0
96.0,Health,2487881.0,0.044,0.19,0.155,0.8,0.0831,1990304.8,385621.555,66.07,AUTISM SOCIETY OF AMERICA,2424647.0,"Diseases, Disorders, and Disciplines",75.84,small,161486535,1,Low,1.0,,0,,,12,0,2,0,0,15,1.0,199206.0,1200.0
96.0,Health,2487881.0,0.044,0.19,0.155,0.8,0.0831,1990304.8,385621.555,66.07,AUTISM SOCIETY OF AMERICA,2424647.0,"Diseases, Disorders, and Disciplines",75.84,small,161508687,1,Low,1.0,,0,,,12,0,2,0,0,15,1.0,199206.0,1200.0
